species_code,common_name,season,modeled_region,start_year,end_year,start_date,end_date,rsquared,beta0
viosab1,Violet Sabrewing,resident,north_america,2012,2022,01-11,05-31,0.7563373365883383,0.9025316275097118
virrai,Virginia Rail,breeding,north_america,2012,2022,05-31,08-02,0.8790757615548167,0.5410065241734356
virwar,Virginia's Warbler,breeding,north_america,2012,2022,05-31,07-26,0.7758622206354953,1.00380652897123
warvir,Warbling Vireo,breeding,north_america,2012,2022,06-28,07-12,0.8851982680192094,-0.05797586056214468
watjac1,Wattled Jacana,resident,south_america,2015,2022,08-09,12-06,0.7050794682260861,0.7174792998070587
wbseag1,White-bellied Sea-Eagle,resident,aus_nz,2014,2022,03-29,07-19,0.789497576754989,0.4275145926024845
welswa1,Welcome Swallow,breeding,aus_nz,2014,2022,05-03,08-02,0.7944814293219307,0.3011592441546047
wepdov1,West Peruvian Dove,resident,south_america,2015,2022,01-18,06-28,0.743476867846548,0.4308699530800322
wesblu,Western Bluebird,breeding,north_america,2012,2022,04-26,09-13,0.8621311976288598,0.49564596226918406
wesfly,Western Flycatcher,breeding,north_america,2012,2022,06-21,07-19,0.888364288310471,0.5538166617948722
wesgre,Western Grebe,breeding,north_america,2012,2022,06-14,08-02,0.6552972058495989,0.8383298094681763
wesgul,Western Gull,resident,north_america,2012,2022,08-16,12-06,0.7661380077817976,0.18035233103080547
weskin,Western Kingbird,breeding,north_america,2012,2022,06-07,07-19,0.8963451825746789,0.47788172590417094
wesmea,Western Meadowlark,breeding,north_america,2012,2022,05-03,08-23,0.8488054344526477,0.691865775495894
wesowl1,Western Screech-Owl,resident,north_america,2012,2022,01-11,03-22,0.6623155445874775,0.46796037428521253
wessan,Western Sandpiper,nonbreeding,north_america,2011,2021,11-22,03-15,0.5805767578471507,0.778687696108922
westan,Western Tanager,breeding,north_america,2012,2022,06-14,07-12,0.8923189576284971,-0.07102591523993593
weteag1,Wedge-tailed Eagle,resident,aus_nz,2013,2021,12-27,04-26,0.8295684306251159,0.4892352013733517
wewpew,Western Wood-Pewee,breeding,north_america,2012,2022,07-05,07-26,0.893915629005578,0.5117930673700388
whbbul2,White-browed Bulbul,resident,india_se_asia,2015,2022,03-08,07-19,0.8166386465296835,0.12379482473928748
whbnut,White-breasted Nuthatch,resident,north_america,2011,2021,12-06,04-05,0.9197868021747324,0.12819878348563393
whbscr1,White-browed Scrubwren,resident,aus_nz,2014,2022,08-09,12-27,0.7814728525868609,0.16533105779280707
whbwat1,White-breasted Waterhen,breeding,india_se_asia,2015,2022,05-24,07-12,0.842752648333344,-0.11596261275541364
whbyuh1,White-bellied Erpornis,resident,taiwan,2012,2022,02-01,05-10,0.677221326040242,1.4179432838520658
whcela1,White-crested Elaenia,breeding,south_america,2014,2021,11-08,02-15,0.6853897151219323,-0.0410906455307282
whcman1,White-collared Manakin,resident,north_america,2012,2022,02-01,05-03,0.8243579002551655,0.09110545730039173
whcpar,White-crowned Parrot,resident,north_america,2011,2021,11-01,03-01,0.8196574818632552,0.11265821753092416
whcpig2,White-crowned Pigeon,resident,north_america,2012,2022,02-08,07-26,0.7525751203682213,-0.6656485540740005
whcpin,White-cheeked Pintail,breeding,south_america,2014,2021,11-01,03-29,0.6010907069836886,0.10164875478061572
whcsee1,Morelet's Seedeater,resident,north_america,2012,2022,04-12,08-30,0.8585688944081454,0.15904971414906546
whcspa,White-crowned Sparrow,breeding,north_america,2012,2022,06-21,08-02,0.842010007528221,0.06587876722859451
whebuz1,White-eyed Buzzard,breeding,india_se_asia,2015,2022,07-12,12-20,0.6369716369436587,1.7880493773178878
whevir,White-eyed Vireo,breeding,north_america,2012,2022,06-07,08-23,0.9003220962054237,0.13213188759334413
whfibi,White-faced Ibis,breeding,north_america,2012,2022,05-24,07-12,0.57154084325611,0.4528658223705214
whfpar1,White-fronted Parrot,resident,north_america,2012,2022,01-11,05-10,0.7987304984181147,-0.14288976723438615
whfter1,White-fronted Tern,breeding,aus_nz,2013,2021,10-04,05-03,0.45429443487416526,2.166335225094496
whhwoo,White-headed Woodpecker,resident,north_america,2012,2022,03-22,06-28,0.76169994168866,0.7895285563733849
whiibi,White Ibis,breeding,north_america,2012,2022,05-03,06-21,0.6202835713831333,0.4067038631119066
whikit1,Whistling Kite,resident,aus_nz,2014,2022,03-22,07-19,0.8611141254880151,-0.2787359081036862
whrsha,White-rumped Shama,resident,india_se_asia,2015,2022,01-18,06-07,0.7633781225433892,0.21627589860912633
whtdov,White-tipped Dove,resident,north_america,2012,2022,02-01,05-10,0.854819755468186,0.15368039954646526
whtkit,White-tailed Kite,resident,north_america,2011,2021,10-04,01-25,0.8070430325172192,0.7023799870273143
whtspa,White-throated Sparrow,breeding,north_america,2012,2022,06-07,08-23,0.862590275787526,-0.23125233248848695
whtswi,White-throated Swift,breeding,north_america,2012,2022,05-24,07-05,0.8553733731688401,0.22488746021480663
whttre3,White-throated Treecreeper,resident,aus_nz,2013,2021,11-29,02-15,0.7437530419686396,0.3761582416387193
whwcro,White-winged Crossbill,nonbreeding,north_america,2012,2022,01-18,02-22,0.7742845002025606,0.19031344742538267
whwdov,White-winged Dove,breeding,north_america,2012,2022,05-10,08-30,0.8236144905570713,-0.02718568082405008
whwsco2,White-winged Scoter,nonbreeding,north_america,2012,2022,03-08,03-08,0.671785107869242,0.2580280236244963
wilfly,Willow Flycatcher,breeding,north_america,2012,2022,06-21,07-12,0.901171725283686,0.03408446400952675
willet1,Willet,breeding,north_america,2012,2022,05-31,06-28,0.6405438610635732,0.6892199739416451
wilplo,Wilson's Plover,breeding,north_america,2012,2022,04-05,07-26,0.8825963786961937,-0.185506192556242
wilpta,Willow Ptarmigan,breeding,north_america,2012,2022,05-31,07-26,0.5777574042253701,1.233871235593416
wilsap,Williamson's Sapsucker,breeding,north_america,2012,2022,05-17,08-02,0.8133126600227119,0.7542341698287068
wilsni1,Wilson's Snipe,breeding,north_america,2012,2022,06-07,07-05,0.8365964189521281,-0.4042634364880748
wiltur,Wild Turkey,resident,north_america,2012,2022,02-15,05-03,0.8636757099885746,0.02264802478135721
winwre3,Winter Wren,breeding,north_america,2012,2022,06-07,08-30,0.8225410310079381,0.7828165830119007
wlswar,Wilson's Warbler,breeding,north_america,2012,2022,06-28,07-19,0.7451920327367696,-0.03665810577783136
woewar1,Worm-eating Warbler,breeding,north_america,2012,2022,05-31,07-19,0.8099007201963344,0.9328776711454436
wonsto1,Asian Woolly-necked Stork,resident,india_se_asia,2014,2021,11-08,02-01,0.7311084886097484,-0.06420105228083846
wooduc,Wood Duck,breeding,north_america,2012,2022,04-26,07-26,0.8949111748515769,0.03121406612465329
wooscj2,Woodhouse's Scrub-Jay,resident,north_america,2012,2022,01-11,05-10,0.888668638657683,-0.08364041073406767
woosto,Wood Stork,breeding,north_america,2012,2022,07-19,09-13,0.7047388351115998,0.6231387104373284
woothr,Wood Thrush,breeding,north_america,2012,2022,05-31,08-23,0.8692414736134213,0.4891501892029952
wrenti,Wrentit,resident,north_america,2012,2022,02-22,04-26,0.8820073751886855,-0.20873840518165723
wtmjay1,White-throated Magpie-Jay,resident,north_america,2012,2022,01-11,05-17,0.8419289190372341,-0.15738313306895418
y00475,American Coot,breeding,north_america,2012,2022,05-31,09-06,0.7954989706617481,0.0233926955711023
y00478,Iceland Gull,nonbreeding,north_america,2011,2021,12-06,02-08,0.651727466884637,0.3868454333101273
y00678,Crested Caracara,resident,north_america,2011,2021,11-22,02-22,0.8080286724814972,0.734671620320691
ycnher,Yellow-crowned Night-Heron,breeding,north_america,2012,2022,05-03,06-14,0.7439236748703497,0.13559226067173016
yebcha,Yellow-breasted Chat,breeding,north_america,2012,2022,05-31,07-26,0.8614865440102478,-0.25991318863537927
yebcuc,Yellow-billed Cuckoo,breeding,north_america,2012,2022,06-21,08-23,0.8891360691649693,-0.04586903529691499
yebela1,Yellow-bellied Elaenia,resident,south_america,2015,2022,01-11,05-10,0.7722606916047737,0.3340524358851749
yebfly,Yellow-bellied Flycatcher,nonbreeding,north_america,2011,2021,11-01,04-12,0.7924790120488789,0.8866029963306946
yebmag,Yellow-billed Magpie,resident,north_america,2011,2021,11-15,04-26,0.77698643366629,0.7887347845222399
yebori1,Yellow-backed Oriole,resident,south_america,2015,2022,08-30,10-18,0.6361886089506539,1.1715882115102358
yebpin1,Yellow-billed Pintail,breeding,south_america,2014,2021,09-13,04-12,0.594443743033901,0.851868889460103
yebsap,Yellow-bellied Sapsucker,breeding,north_america,2012,2022,05-24,08-16,0.8572895976795778,0.2270008490410217
yebtea1,Yellow-billed Teal,breeding,south_america,2014,2021,09-06,04-05,0.6676676196818532,0.22732935500060336
yeejun,Yellow-eyed Junco,resident,north_america,2012,2022,01-18,05-17,0.7443747444614243,-0.32874403937652635
yefgra1,Yellow-faced Grassquit,resident,north_america,2012,2022,02-01,05-10,0.8211842061278651,-0.10752603410709936
yefpig1,Yellow-footed Green-Pigeon,resident,india_se_asia,2015,2022,01-18,05-10,0.7736535505458699,-0.31023549279888046
yehbla,Yellow-headed Blackbird,breeding,north_america,2012,2022,06-07,06-21,0.8638882379662858,0.19091083487468405
yehcar1,Yellow-headed Caracara,resident,south_america,2014,2021,12-06,03-22,0.8159804543630307,0.34118476290140504
yelgul1,Yellow-legged Gull,breeding,iberia,2014,2022,03-01,04-19,0.5337302242312139,1.0914223357964146
yelrob1,Eastern Yellow Robin,resident,aus_nz,2014,2022,07-26,10-18,0.8165363190730175,0.6503051499629994
yelwar,Yellow Warbler,breeding,north_america,2012,2022,06-21,07-12,0.8960714273603095,0.09073746584154609
yerwar,Yellow-rumped Warbler,breeding,north_america,2012,2022,06-14,07-19,0.8665018138826611,-0.07989827247190902
yetvir,Yellow-throated Vireo,breeding,north_america,2012,2022,05-31,08-23,0.8929417159981478,0.10024613957369598
yetwar,Yellow-throated Warbler,breeding,north_america,2012,2022,05-03,06-28,0.8076502366304646,-0.6391515989761609
yewcac1,Yellow-winged Cacique,resident,north_america,2011,2021,10-11,03-15,0.7881880418451085,0.3675579665524256
yewlap2,Yellow-wattled Lapwing,breeding,india_se_asia,2015,2022,04-12,07-12,0.607855618368693,0.7831954336725698
ytbcoc1,Yellow-tailed Black-Cockatoo,resident,aus_nz,2013,2021,10-04,02-22,0.7507141971206224,0.6437963956539822
zothaw,Zone-tailed Hawk,breeding,north_america,2012,2022,05-03,08-16,0.8138726980864187,0.9136926302977638
